tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
730	Тези програми ще извървят дълъг път, за да помогнат за затварянето на пропастта и да получат повече ваксини в оръжията. https://t.co/pBmM9wXOkb	yes	no	yes	no	no	no	no
731	Това е мястото, където отиваме за съвет и подкрепа. Ние изслушахме някои от тези чатове, за да чуем директно от семействата техните преживявания, мисли и чувства на Covid-19. https://ts://t.co/OfSsu70C5p	no	nan	nan	nan	nan	no	no
732	".@asalavitmith46 относно актуализирането на ваксините срещу ковидуални варианти: ""Всяка от компаниите -- както одобрените, така и кандидатите -- имат намерение да продължат да актуализират своите ваксини, и ако е необходимо, да създадат бустери."" https://t.co/ObL0ozdDMH https://t.co/XRTCvLq"	no	nan	nan	nan	nan	no	no
733	За да намалят броя на смъртните случаи, длъжностните лица използват CD-препоръчителна формула за разпространяване на ваксини в групи от групи. https://t.co/OhMCW3Fwhd	yes	no	yes	no	no	no	no
734	Изстрелът на Pfizer е причина за смъртност сто пъти повече при младите хора в сравнение със смъртността от коронавирус без ваксината, а десетки повече при хората в напреднала възраст... https://healthimpactnewsDOTcom/2021/date- rights- skyrocket-in-israel- последващ-pfizer-experialmental-covid-vacciens/	yes	yes	yes	yes	yes	yes	yes
735	Изследователите казват, че това е вероятно поради комбинация от фактори, включително хормони, гени и дозиране на изстрелите. https://t.co/ZqAskWgJVB	yes	no	yes	no	no	no	no
736	Имаме още един инструмент в нашия арсенал, за да върнем Онтарио обратно на пътя към възстановяването, възстановяването и възстановяването, нормата. Ние сме фокусирани с лазер, за да можем да се въоръжим възможно най-бързо. https://t.co/YE95kEBD	yes	no	yes	no	no	no	no
737	Добрата новина е, че 7-дневната прилагана средна стойност на прилаганите ваксини в САЩ е надвишила 2 милиона за първи път и само се увеличава. https://t.co/bWKDHsluCY: https://ts://t.co/Yf7bx7nw	yes	no	yes	no	no	no	no
738	Как: https://t.co/RN8hcs88pO https://t.co/KaxtttV7O0J	yes	no	yes	no	no	no	no
739	САЩ, най-богатата нация в света, с най-високия брой на смъртните случаи в рамките на „Covid-19“ - сега над половин милион - трябва да бъдат водещи в борбата за споделяне на животоспасяващи ваксини и лечение по целия свят.	yes	no	yes	no	no	no	no
740	Ваксините Pfizer и Moderna COVID- 19 са безопасни за бременни жени на базата на данни от програмите за наблюдение на CDC. https://t.co/Wcit FoppkMv	yes	no	yes	no	no	no	no
741	Тази схема има за цел да предостави най-малко 2 милиарда дози на страни с по-ниски доходи https://ts://t.co/HiwwwwwwwwzWGMdK	yes	no	yes	no	no	no	no
742	За актуализирана информация относно начина на установяване на приоритетните групи и къде да се получи достъп до ваксината #COVID19, посетете https://t.co/g4IbPPSzQN #ocoronavirus #COVID19vacaccines https://t.co/oKm6oC8a	yes	no	yes	no	no	no	no
743	Няма нужда от повече информация, за да се гарантира, че информацията, която трябва да се предоставя, е достъпна за всички.	yes	no	yes	no	no	no	no
744	Благодаря ти @POTUS, @GovWhitchitm &amp; всички усърдно работещи медицински сестри &amp; подкрепа на хората, които правят това да се случи! #wtpBL #Fresh https://t.co/a8j1f0f0f1mV	no	nan	nan	nan	nan	no	no
745	Няма причина Китай да не трябва да се притеснява за Quad (US, Индия, Япония, Aus), когато говори за изменението на климата, ваксини. САЩ, Индия комбинирано отчитане за над 1/3 от глобалните случаи и повече от 1/4 от смъртните случаи в световен мащаб от Covid-19. Много да се говори за и повече, за да работят.	yes	nan	yes	yes	no	no	yes
746	(B.1.351 lineage), и Бразилия (P.1 lineage). https://t.co/QrBBPEIgPEA #COVID https://t.co/Z1RFDLLG	yes	no	yes	no	no	no	no
747	Благодаря на правителството на Индия за дарението на дозите от AstraZenecaca. Ваксините пристигнаха днес следобед и са тласък на нашата ваксинация, която ще започне на 10 март 2021 г. https://t.t.co/a/ka/ka3lcWGG6TW	yes	no	yes	no	no	no	no
748	Производителите трябва да открият важна информация за това как действа ваксината COVID, възможно е да е възможно да се установи, че значима информация, която може да се използва за предсказване на очевидния потенциален краткосрочен и дългосрочен риск от ваксините COVID-19, се прикрива. https://t.co/9MzHogqpZM	no	nan	nan	nan	nan	yes	yes
749	Pfizer и BioNTech ще надвишат своята първоначална глобална цел за COVID- 19 ваксини с до 20 % през тази година, Pfizer Chief Executive Albert Bourla каза: __________________________________________________________________________________________________________________________________________________________________________________________________	yes	no	yes	no	no	no	no
750	Това се дължи на факта, че ваксините действат като средство за предизвикване на отговор в имунната система на човека.	yes	no	yes	no	no	no	no
751	В петък, тези ваксини ще влязат в ръцете на хората, които са се намесили и са създали ваксина за рекордно кратко време, благодаря ви. Борбата с COVID е екип усилие. https://t.co/JM0gTZX8N6	yes	no	yes	no	no	no	no
752	Когато пациентите ми ме попитат коя ваксина да приемат, на доверие, че ще им кажа да вземат някоя от трите ваксини, които могат да получат.	yes	no	yes	no	no	no	no
753	Няма проблем да имате въпроси относно ваксините COVID-...да получите отговорите на https://t.co/aoM1GnuEs1 и да продължим да бъдем заедно! @Ad	no	nan	nan	nan	nan	no	no
754	Ваксините действат, като обучават имунната Ви система как да се защити срещу атака от вируса. Прочетете още: https://t.co/MPCevFV6SM https://t.co/ryk02jSGOR	yes	no	yes	no	no	no	no
755	Моля, запознайте се с: #BiddenHarris #Covid_19 план ще използва целия подход на правителството, за да се получи пандизията под контрол. #WearAmask https://t.co/cil4YinkeDz	yes	no	yes	no	no	no	no
756	Трябва да сме в Concordia Luteran Church в Brevard County, за да обявим допълнителен ваксинационен сайт, който ще предостави на Johnson &ham; Johnson ваксини в продължение на повече от четири дни до възраст 65 и повече години. Още тук - https://t.co/Jg3GSSFCvusX https://t.co/HHHHGMLGGGGXZA	yes	no	yes	no	no	no	no
757	Operation Warp Speed laids с продължителност повече от два месеца, за да одобрят план за разпределение и администриране Covid-19 ваксини, предложени от здравните служители на САЩ, представители на администрацията заявиха, че https://t.co/pwcoXO17IR	yes	no	yes	yes	no	no	no
758	Но истината е, че тяхната ваксина, както всички COVID: COVID-19 #vacinsines са неопровержими и могат или не могат да предотвратят COVID-19. https://t.co/B7Pgayyudn0 Доказателства в моя блог.	yes	nan	yes	yes	yes	yes	yes
759	Държавата се превърна в лидер в бързото ваксиниране на своите жители, като се възползва от връзките с племенните здравни организации. изисквания https://t.co/ZIgp9on2AW	yes	no	yes	no	no	no	no
760	"Д-р Ашиш Йеха казва на: ""сега имаме доста висока степен на сигурност"", че Ковид ваксините намаляват предаването и казва, че най-доброто му предположение е, че те намаляват предаването с 70-90%. https://t.co/Gf1Yxen5pf"	yes	no	yes	no	no	no	no
761	От СТО: https://t.co/tHLLPGjC8Didal Q&amp;A from Human Rights Watch: https://t.co/zNzzrT6D	yes	nan	yes	yes	yes	yes	yes
762	В представеното от Индия и Южна Африка предложение се отправя призив към СТО временно да се откаже от правата върху интелектуалната собственост на ваксините и да сезира Covid-19: https:://t.co/v1DstMUQA	yes	no	yes	no	no	no	no
763	Южна Африка, Индия и повече от 100 други страни призоваха Световната търговска организация временно да се откаже от патенти за COVID-19 ваксини https://t.co/vxEn8RURWWr https://t.co/ULseR92f	yes	no	yes	no	no	no	no
764	FDA е определила цел за Covid- 19 клинични проучвания за ефикасност от най- малко 50% и доверителен интервал, който не е по- нисък от 30%.	yes	no	yes	no	no	no	no
765	Ние също така обсъждаме регулаторните пътища, подобни на тези на грипната ваксина за адаптиране на ваксините, ако е необходимо. https://t.co/13moUoO	yes	no	yes	no	no	no	no
766	За десетки смъртни случаи е съобщено на федералното правителство сред лицата, които са получили COVIDID-19 в Охайо, но властите заявиха, че няма доказателства, че ваксинацията е допринесла за смъртните случаи. https://t.co/ApyyzhoJbk	yes	no	yes	no	no	no	no
767	ДЕЙСТВИЕ: В Ричмънд и Анрико Health District днес ще започнат да се регистрират хора в останалата част от Фаза 1Б за COVID- 19 ваксини, включително тези 16-64 с предходни условия.	yes	no	yes	no	no	no	no
768	Днес в V.R.Multi Speciality Hoспистна болница, Kurnool. Поздрави на нашите учени и лекари за техните усилия. Те развиха ваксина в най-кратки срокове. Също така, призовавам всички да вземат ваксина.	yes	no	yes	no	no	no	no
769	Ако се предположи, че AZZZ/AZ/Covishididididd, които се използват в	yes	no	yes	no	no	no	no
770	Това би трябвало да е безскрупулно.	no	nan	nan	nan	nan	no	yes
771	Бивши западни Индийци капитан Г-н Г-н Ви Ви Ричардс и други играчи да благодарят на премиера Моди за подаръка на Индия от Covid-19 ваксини #VaccineMaitri #COVIDID19 #CovidVaccine #DraggestsstVacinDrive https://t.co/edivsZW45	no	nan	nan	nan	nan	no	no
772	Ваксините, които ще използваме в Нигерия са едни и същи ваксини, които се използват в САЩ, Великобритания, Великобритания, Израел, Франция, Германия и повечето европейски страни.	yes	no	yes	no	no	no	no
773	"Директорът на CD-a Dr Dr Dr. Walensky казва: ""Колкото повече вирус, който е навън и се възпроизвежда... толкова по-вероятно е вариантите да се появят."" Уоленски подчертава, че спирането на разпространението е от ключово значение за предотвратяването на варианти, които рискуват ефикасността на Covid-19. https://ttt.co/VenYirdU3w"	yes	no	yes	no	no	no	no
774	"Китай се справя много по-добре със споделянето на своята ""Съединена"" ваксина със света в сравнение със страните от Западните страни са: https://t.co/UBPbcHfy7n (via @bopinion)"	no	nan	nan	nan	nan	no	no
775	Този месец, две от най-добрите ваксини в Куба, Soberana 02 и Abdala, ще започнат клинични изпитвания в края на фазата и ще осъвременят производството, с имунизация на групите в края на март. https://t.co/zS1P3H4NYk https://t.co/zOUKDNg19Q	yes	no	yes	no	no	no	no
776	Лекарствата, одобрени за употреба в Обединеното кралство, са разработени от Pfizer/BioNTech и Oxford/AstraZeneca. Те отговарят на строгите стандарти за безопасност, качество и ефективност. Прочетете повече https://t.co/MPCevFV6SM	yes	no	yes	no	no	no	no
777	Русия, Китай и Иран са извършвали инфо операции за манипулиране на описания около #coronavirus ваксини. ASD анализирани &gt;35 000 съобщения, свързани с ваксината, заловени върху нашата Хамилтън, за да се разбере влиянието на тези действия. https://t.co/XvZjOhTFgs	yes	no	yes	yes	yes	yes	yes
778	Първият #COVAX COVIDID-документи, които пристигат на @lypethypypian тази сутрин. Поздравления, @lia_tadesse @FMoDood и @UNEthiopia на вашата глоба на национално и международно лидерство. Никой не е безопасен, докато всички не са сигурни.	yes	no	yes	no	no	no	no
779	- U.S. Центровете за контрол на заболяванията и профилактиката (КБН) съобщиха в сряда, че на хора, на които са давани пълни дози от коронавирусната ваксина, вече не е необходимо да бъдат поставяни под карантина след експозиция на някой с болест на COVID-19.	yes	no	yes	no	no	no	no
780	С напредването на доказателствата и появата на нови варианти на вируса, актуализираните #COVISID19 ваксини могат да бъдат необходими в бъдеще, за да се предпазят от тези варианти.	no	nan	nan	nan	nan	no	no
781	"Това, което искаме от тези ваксини, е да държим хората далеч от болницата и да пазим хората от умиране,"" - експертът по инфекциозните болести на БМК, @JaBarocas се намесва във въвеждането на нова #vacine, чрез @IBTimes: https://t.co/G2NappxAnRaO"	no	nan	nan	nan	nan	no	no
782	Един от основните приоритети сега е да се увеличи амбицията на #COVAX да помогне на всички страни да сложат край на пандемията, като увеличи производството на	yes	no	yes	no	no	no	no
783	Newly daate: Compaining the #COVIDID19 ваксини, разработени от Pfizer, Moderna и Johnson &amp; Johnson https://t.co/P4vBP5lwAj чрез @stats @HelenBranswell	no	nan	nan	nan	nan	no	no
784	Ние прилагаме COVID- до ваксини съгласно експертното ръководство на MHRA. MHRA издаде настоящото становище в четвъртък. Подобни съвети са издадени от СЗО и Европейската агенция по лекарствата. https://t.co/OYL1VPde1 @MHRAgov	no	nan	nan	nan	nan	no	no
785	Хората с висок риск казват, че тази промяна ги оставя настрана - и че те е трябвало да бъдат приоритизирани.	yes	no	yes	no	no	no	no
786	Това е важна стъпка в нашата цел да гарантираме справедливото и справедливо разпространение на #COVIDVID19SL #COVID19 #COVID19 #vaccines Global. Прочетете още тук: https://t.co/Itqodh6hyq #COVID19LK #COVID19SL #SriLanka #lka @GottabayaR @PresRajapaksa https://t.co/yTc8yJqz9j	yes	no	yes	no	no	no	no
787	Всички ваксини са изследвани, преди да бъдат въведени, и тази ваксина не е изключение. Dr Mary Ramsay, ръководител на имунизацията при @PHE_uk, говори за стандартите за безопасност на #COVID19 ваксина. Научете повече: ‹ https://t.co/PKVgX1hLvB https://t.co/DeokgTaBXG	yes	no	yes	no	no	no	no
788	Направена статия за взаимодействието между това къде сме и какви са ваксините и необходимостта от провеждане на изследвания в подкрепа на нашите усилия за прилагане на ваксината. Силно препоръчвам - кратко чети. От...@JenniferNuzzo и...@EmilyPodindMPH...	no	nan	nan	nan	nan	no	no
789	Окръгите осъзнаха, че не получават справедлив дял от ваксините, така че моята къща и колегите ми се бориха за хората, които се нуждаят най-много от тях.	yes	no	yes	no	no	no	no
790	Напиши коментар от: @DonnaFarber3 and John Teijaro - COVIDID-19:: режими на имунно активиране и бъдещи предизвикателства https://t.co/InyFoxuk9QC #COVID19 #SARSCoV2 https://tt.co/EfXmopSeYh	no	nan	nan	nan	nan	no	no
791	Лидерите на QUAD ще обсъдят текущите усилия за борба с пандрума „Съединител“ и ще проучат възможностите за сътрудничество с цел осигуряване на безопасни, безвредни и достъпни ваксини в регион Indo-Pacific регион: MEA	yes	no	yes	no	no	no	no
792	"Все по-голям брой ""експерти"" сега настояват за премахване на изключенията, които предпазват от шап."	yes	yes	yes	yes	yes	yes	yes
793	Много благодаря на всички наши партньори и донори, че превърнаха този исторически момент в реалност. @FijiPM @FijiAirways @Nadokoulu @UNICEF @UNICEFSupply https://t.co/G3x0EgdWKV	yes	no	yes	no	no	no	no
794	Австрия, Дания и Израел се съгласиха съвместно да разработят Covid 19 ваксини в отговор на или дори в очакване на мутационен вирус, който не се повлиява от настоящите ваксини.	yes	nan	yes	no	no	no	no
795	"""Това, от което се нуждаем, е колкото е възможно повече добри ваксини"", каза д-р Фаучи."	no	nan	nan	nan	nan	no	no
796	От момента, в който производителите започват да планират разработването и масовото производство на COVID-19 ваксини, те са знаели, че могат да разчитат на PAR за подкрепа. https://t.co/zfSolp1aNr #ParkerPurpose https://t.co/MKiq9iiwr	no	nan	nan	nan	nan	no	no
797	Отговорите на много от най-важните въпроси относно ваксините са тук: https://t.co/v6QML30vKa https://t.co/DVAobbpn2F	yes	no	yes	no	no	no	no
798	Две нови ваксинални местоположения COVID-19 са открити Утре в Маями-Дайд Каунти. •Allen Park Community Center •Miami Springs Community Center Те ще отворят от 9:00 ч. и ще прилагат 500 ваксини, които първи ще започнат да сервират без назначения.	yes	no	yes	no	no	no	no
799	Трябва да прекратим правата на патента и правата върху интелектуалната собственост върху ваксините за граждански цели 19, за да спасим човешки животи.	no	nan	nan	nan	nan	no	yes
800	"Нашата годишна ""flu ""hot"" е всъщност 3 или 4 различни ваксини срещу различни вируси."	yes	nan	yes	no	yes	no	yes
801	След като NDVP бъде преразгледана и одобрена, и други изисквания, изпълнени - тази държава може да бъде разпределена на ваксините от #COVAX Facil.https://t.co/OknowwphUV1o https://t.co/9JT4tLnsEr	yes	no	yes	no	no	no	no
802	Това, което искаме, е просто и просто. Това е добро обществено здраве. Това е добро обществено здраве. Разпределяне COVID ваксини, еднакво така че най-високият риск, който хората навсякъде - здравни професионалисти и уязвими хора - да бъдат ваксинирани незабавно, за да се спре катастрофалната глобална вълна на COVID-19. https://t.co/EQwewewyoiJk	no	nan	nan	nan	nan	no	yes
803	Unicef е направил U-turn и е включил Carea Airways в списъка на 15 авиокомпании, договорени за транспорт на COVID-19. - Business Daily	yes	no	yes	no	no	no	no
804	"Това писмо до Европейската агенция по лекарствата има някои ""свръхзвезди"" ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	no	nan	nan	nan	nan	yes	yes
805	Ако сте получили всичките си дози, моля, помогнете ни, като попълните този формуляр: https://t.co/MU8un0iBRN	yes	no	yes	no	no	no	no
806	Председателят Байдън призова да се ангажира да накара всички възрастни в САЩ, които отговарят на изискванията за ваксините „Covid-19“ до 1 май 1 и да си постави за цел на обществото да може да се събира в малки групи по време на	yes	no	yes	no	no	no	no
807	Ние призоваваме да се счита, че ceramonavirus virus virus can be appliance a glob public good, който е достъпен за всички, навсякъде; достъпен за всички.	no	nan	nan	nan	nan	no	yes
808	"""Това означава, че хората, които са толкова стари колкото мен, сега ще бъдат допустими за тази ваксина"", каза Gov. Andrew Cuomo, 63."	yes	no	yes	no	no	no	no
809	Ако сте бременна и се ваксинирате с COVID-19, CDC Ви кани да участвате в v-facid COVID-19 Vaccinate Registry. Научете повече и обсъдете за това тук: https://t.co/HNCDknlP94	no	nan	nan	nan	nan	no	no
810	Тъй като ваксините достигат до повече хора и някои държави отпускат своите задачи с маските си, ICU Медицинска сестра Сара Рейнолдс споделя емоционалната си история с @yasminv относно това, с което се занимават здравните работници, които се занимават в рамките на ICU, това, което е било засегнато от Covid 19. https://t.co/fGKcQUcQUcitE	no	nan	nan	nan	nan	no	no
811	Отбележете връзката за разбивката на нараняванията от страна на правителството на Обединеното кралство; смъртни случаи, докладвани по отношение на ваксината Pfizer Covid за 9/12/20 до 21/02/21. https://t.co/eb0mUugTUi Ето цифрите за Pfizer и AstraZeneca ваксини, комбинирани: https://t.co/1Xer3KbI72	no	nan	nan	nan	nan	yes	yes
812	"Това, че ""неконтролирана епидемия и липса на стратегия е абсолютно без значение"" 2/ Че граничните ограничения трябва да бъдат трудни през следващите шест месеца, докато ваксините не започнат да се движат по- безопасно 3/ Тази ваксинация трябва да се ускори."	no	nan	nan	nan	nan	yes	yes
813	Това наистина е щастлив ден за мен, тъй като получихме AstraZeneca COVID-19 ваксини. Ваксина срещу COVIDID-19 ще започне на 10 март 2021 г.	yes	no	yes	no	no	no	no
814	.@POTUS е приоритет за нашите учители, училищен персонал, и детски грижи работници този месец - това е как ние ще се върнем на пистата. https://t.co/5hoOOWRwHgL	yes	no	yes	no	no	no	no
815	Заедно с @Walgooins, ние си партнираме за увеличаване на достъпа до COVID-19 ваксини за незадоволителни общности.	yes	no	yes	no	no	no	no
816	Чрез едно клинично проучване, нашите д-р Ван Морис и д-р Скот Копедз са тествани персонализирани mGNA за колоректален карцином: https://t.co/xTQs03gkurk @VanMorrisMD @skopetz	yes	no	yes	no	no	no	no
817	Какво трябва да знаете преди да започнете да приемате: https://t.co/bIvW1Qkef8 #HarvardHealth #COVID19 https://t.co/IS5kAZrcic	no	nan	nan	nan	nan	no	no
818	Ако ваксините са били разработени в Warp Speed, отколкото @POTUS е използвала Transather Drive за доставка на ваксина SURPLUS. Тяхното майсторство на логистиката и ефективността на дисциплината е спасило САЩ. Ние трябва да свършим нашата част и да не бъдем безразсъдни малко по-дълго.	yes	no	yes	no	no	no	no
819	Преодоляване на тази последна публикация в двумесечно събиране на нишки и обсъждане на данни, които показват (очаквани и очаквани) ваксини, ефективни за намаляване на предаването на COVID-19 https:://t.co/V36e5nWxm5	yes	no	yes	no	no	no	no
820	Update on Johnson &ham; Johnson's Janssen Vaccine EUA and New Federal Vaccination Programs. Retweet and Register: https://t.co/iw1thUfLoC. #COVIDVaccine https://t.co/xT92kPYKB8	no	nan	nan	nan	nan	no	no
821	Най-новото, което искам да кажа, е колко добри са ваксините COVID- 19 и колко лоши са голяма част от здравните съобщения около тях са: https://t.co/ba9YThn0	no	nan	nan	nan	nan	no	no
822	Има светлина в края на тунела. COVID-19 случаи са в упадък, и повече са се ваксинират. Благодаря ви за носенето на маски, поддържане на разстояние, планиране за ваксини, и прави каквото е необходимо, за да се забави разпространението на COVID. Вашите действия са прави разлика.	yes	no	yes	no	no	no	no
823	Допълнителна информация, вижте https://t.co/SkCoebU8y2 https://t.co/dgUGPt4b	no	nan	nan	nan	nan	no	no
824	Ние правим шотове в ръцете колкото се може по-бързо и еднакво, и няма да спре, докато всеки, който иска да бъде ваксиниран е. https://t.co/lyai0SCImz	yes	no	yes	no	no	no	no
825	Новите проучвания предупреждават Pfizer, Moderna COVID- 19 ваксините биха могли да бъдат далеч по- малко ефективни срещу варианта на Южна Африка https://t.co/BgsY9bQQQoo2 https://t.co/OgsAuuHMjOd	yes	no	yes	no	yes	no	no
826	Целта на COVAX е да се гарантира справедлив и справедлив достъп до COVID-19 за всяка страна по света.	yes	nan	yes	no	no	no	no
827	As #COVID19 продължава да се разпространява, новите варианти биха могли да подкопаят ефективността на ваксините, терапевтичните и диагностичните средства, водещи до повишаване на човешкото и икономическото страдание.	yes	no	yes	no	no	no	no
828	В момента все още са необходими мерки за опазване на общественото здраве, за да се намали разпространението на COVIDID и да се спаси човешки живот. За повече информация относно #COVIDIDID19 ваксините: https://t.co/VVVm0Vm0DoDoDo9Sv #COVIVIDVacine #VaccinesWork https://t.co/3ideDHBE	yes	no	yes	no	no	no	no
829	Ние и двамата сме съгласни, че съвместен европейски подход и безопасен, регистрираните ваксини са ключ, за да излязат от #Covid-19 пандемията.	yes	no	yes	no	no	no	no
830	Ето сравнителна таблица на CoronaVac и Pfizer/BIoNTech's Comirnaty as ваксини. Изберете мъдро въз основа на риска от излагане на COVID-19, медицинска история и непоносимост към страничните ефекти. Говорете с медицински специалист, ако се съмнявате. https://t.co/Fa3iguWczj	no	nan	nan	nan	nan	no	no
831	Всички данни показват, че ваксините са били изключително ефективни както за намаляване на разпространението, така и за намаляване на тежестта на вируса.	yes	no	yes	no	no	no	no
832	За разлика от тези от етническите малцинства, които могат да имат някои резерви.	no	nan	nan	nan	nan	no	no
833	Според едно ново проучване https://t.co/yzVYHgHgHm https://t.coOOA2yN9Blz	yes	no	yes	yes	no	yes	no
834	Не знам защо са казали това, което са казали, трябва да говорим с яснота. &lt; в отговор на шепата американски епископи, които са поставили под въпрос J&amp;J vaccine. https://t.co/dFpipIpyOIgS	no	nan	nan	nan	nan	no	no
835	ЕС е блокирал доставка на ковидирани ваксини за Австралия миналата седмица миналата седмица, но това отчаяние не може да скрие собствената неспособност на ЕС да доставя ваксини. Безкрайната бюрокрация и вътрешните отношения между страните-членки доведоха до катастрофа, казва Xin Du https://s://t.co/rS3yakJSSX9	yes	nan	yes	yes	yes	yes	yes
836	Въпроси, въпроси и въпроси, въпроси и митове, които са се появили във връзка с новите ваксини COVID-19. https://t.co/lavFbPPQQK https://t://t.co/3IZk07lurv8	no	nan	nan	nan	nan	no	no
837	Този специфичен и значим риск, свързан с лечението с ADE, трябва да бъде изтъкнат. https://t.co/Dzw5NXuE	no	nan	nan	nan	nan	no	no
838	Най-лошото е, че през цялото време се оплакват, че не са имали достатъчно ваксини. Можем да се справим по-добре, Онтарио.	yes	no	yes	no	no	no	yes
839	На 28-ми февруари 2021 г. в гр.	yes	nan	yes	no	no	no	no
840	Членовете на нашия екип помогнаха за борбата срещу разпространението на COVID-19 и сега подкрепят развитието и масовото производство на животоспасяващи ваксини. https://t.co/zfSolp1aNr #ParkerPurpose https://t.co/4U1RzLETQ6	yes	no	yes	no	no	no	no
841	Най-добрият ни шанс за всичко безопасно е да гарантираме, че COVID-19 ваксини, тестове и лечение са достъпни за всички, навсякъде. #AfairShot https://t.co/9t35cdem1M https://t.co/PoobA4mdwewy	yes	no	yes	no	no	no	no
842	Проучването показва, че повечето американци искат да знаят кой е взел ваксината COVID-19, както и подкрепа от мнозинството на работното място и ограниченията за начин на живот за тези, които не са ваксинирани https://t.co/UV9MsIed2T Позволете ни да знаем какво мислите в проучванията по-долу: https://t.co/TNH8sAWjlS	yes	no	yes	no	no	no	no
843	#COVIDIT: Безмилостните хора и грубите сношения ще бъдат посветени на коронавирусни ваксини, правителството обяви: https://t.co/N84Jl9qAdo	yes	no	yes	no	no	no	no
844	Не е виждан пред публика от почти две седмици. https://s://t.co/t.co/tYrESc1rnx	yes	no	yes	no	no	no	no
845	В рамките на две седмици мога 100% безопасно да видя други напълно неразгледани хора....максимум! ВСИЧКИ ВСИЧКИ ВИДОВЕ ВИДОВЕ ЖИВОТНИ! https://t.co/OPYGnbFOz	yes	no	yes	no	no	no	no
846	Нова и важна: руската disinfo предизборна кампания има за цел да подкопае доверието в американските кадрови ваксини чрез :@mgorgordwsjuj...@dnvolz...__________________________________________________________________________________________________________________________________	yes	no	yes	yes	no	no	no
847	Видеото и да ви помогнем да разпространите фактите относно Covid-19 ваксините и ваксинацията, след като ваксината е тук За да се регистрирате за ваксина #COVIDIDC, посетете сайта @NphcdaNG https://t.co/9lu8KypWEV #SitToCovid19Vacine https://t.co/d8WEmqGMy0	no	nan	nan	nan	nan	no	no
848	Открихме хора, на които са били противозаконни ваксини, дори когато са им дали лична карта, която отговаря на правилата на даден сайт. Тези политики са непостоянни, понякога произволни. Walgreens, Albertsons и LA сега казват, че работят, за да гарантират, че квалифицираните хора не са отхвърлени. https://t.co/x38ndAU	yes	no	yes	no	no	no	yes
849	ПРЕПОРЪКА: ЕС е одобрил четвъртата #COVID19 vaccine → Janssen (Jonson handam; Johnson). Процесът на разрешаване, който е в ход, гарантира, че всяка ваксина на пазара на ЕС е безопасна и ефективна.	yes	no	yes	no	no	no	no
850	Администрацията е планирала за надцет на COVID ваксини, тъй като те все още не знаят коя ваксина ще бъде най- ефективна за децата, както и въздействието на вариантите или необходимостта от бурни снимки https://s://t.co/yKcu17BfYn https://t/t.co/t33QFTF	yes	no	yes	no	no	no	no
851	Честно казано, трябва да сме националисти по време на кризата и да използваме тяхната антична, но най-вече надеждна технология, за да поддържаме уебсайт, когато всеки се опитва да си купи билет за книга за хора и също така щяхме да се отървем от билет.	no	nan	nan	nan	nan	no	no
852	Още една стъпка към #VacinneEquity. Прочетете повече за това тук https://t.co/CRJMKUy3BH	yes	no	yes	no	no	no	no
853	..................................................................................................................	yes	nan	yes	no	no	no	no
854	Ваксините са повече от 94% ефективни – Вие не можете да получите COVID- 19 от една ваксина Научете повече: https://t.co/BHibl51DtZ https://t.co/raW9dDRQOR	yes	no	yes	no	no	no	no
855	Всички 3 ваксини, които понастоящем са налични в САЩ, предлагат на САЩ изключителна защита срещу хоспитализации и смъртни случаи от СОВИД- 19 в клинични проучвания.	yes	no	yes	no	no	no	no
856	ПРЕДОСТАВЯНЕ НА БЮДЖЕТНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ МЕЖДУНАРОДНИ	yes	no	yes	no	no	no	no
857	Още от CEO Pascal Soriot: https://t.co/gQp9VDDTsTsTz https://t.co/NuTuTuThuThUaFV	no	nan	nan	nan	nan	no	no
858	Те са почти 100% ефективни по отношение на превенцията на смъртните случаи, тежките съпътстващи заболявания и усложненията. - Д-р Ракеш Кумар, бивш съвместен секретар, Министерство на здравеопазването и семейството, правителството на Индия https://t.co/S42jhxT3c7	yes	no	yes	no	no	no	no
859	Ваксините са тук и много повече идват, но по-голямата част от хората нямат имунизиран имунитет.	yes	no	yes	no	no	no	no
860	Ако не беше президентът Donald J Trump, 520,000 американец нямаше да е мъртъв от COVID-19. Има ваксини заради учените в Moderna, Pfizer, BioNTech и Johnson & amp; Джонсън.	yes	no	yes	yes	no	no	yes
861	Отворена за едно първокласно, първо-сърдечно шофиране на база на хора 65+, образование и грижи за деца, услуги за спешна помощ, храна и аг и здравни грижи. https://t.co/eDQOi9Mv3U https://st.co/DmXGISSDS	yes	no	yes	no	no	no	no
862	Ваксината не води до промяна в ДНК или бъдещи генетични промени.	yes	no	yes	no	no	no	no
863	Това е една забележителна част от работата по грип: прохладна като компенсация за изискванията за имунизация в училищната среда.	no	nan	nan	nan	nan	no	no
864	Видях от първа ръка как Обединеното кралство и Кения работят заедно за по-нататъшното разработване на ваксината COVID-19 чрез партньорство между @KKEMRI_Kenya и @OxfordVac	yes	no	yes	no	no	no	no
