tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
728	"""بما فيه الكفاية"": اعتصام سائقي حافلات حافلات المدارس في بوسطن، والدعوة للحصول على لقاحات من طراز COVID-19 والاختبارات في مسافن الحافلات https://t.co/SqUNl9ctxx عبر @BostonGlobe"	no	nan	nan	nan	nan	no	no
729	"كبير ضباط العلوم في مقاطعة لوس انجلوس د.بول سيمون: ""جميع اللقاحات الثلاثة كانت فعالة للغاية في منع دخول المستشفى والوفاة بسبب COVID... الاختلافات في كفاءة اللقاح المبلغ عنها ليست ذات أهمية بالنسبة للفوائد الكبيرة."	yes	no	yes	no	no	no	no
730	ويشكل الافتقار إلى إمكانية الوصول إلى الإنترنت أو وسائل النقل عائقاً كبيراً أمام تلقي اللقاح - لا سيما بالنسبة للمجتمعات المحلية التي تعاني من نقص الخدمات في أريزونا. وستقطع برامج من هذا القبيل شوطاً طويلاً في المساعدة على سد الفجوة والحصول على المزيد من اللقاحات في الأسلحة. https://t.co/pBmM9wXOkb.	yes	no	yes	no	no	no	no
731	وبالنسبة للكثيرين منا، فإن المحادثات التي نجريها مع الأسرة هي من أكثر المحادثات قيمة، فهي المكان الذي نذهب إليه للحصول على المشورة والدعم، وقد استمعنا إلى بعض تلك الدردشات، للاستماع مباشرة من الأسر إلى تجاربها وأفكارها ومشاعرها بشأن لقاحات Covid-19. https://t.co/OFSSSu70C5p.	no	nan	nan	nan	nan	no	no
732	"@aslaveitt46 بشأن تحديث اللقاحات ضد متغيرات كوفيد-19: ""يخطط كل من شركات اللقاحات - الشركات التي تمت الموافقة عليها والمرشحين - لمواصلة تحديث لقاحاتها، وإن اقتضى الأمر، إنشاء معززات"". https://t.co/ObbL0ozdddMH https://t.co/XRTCvLkLU"	no	nan	nan	nan	nan	no	no
733	يشكل السكان السود في ولاية ميشيغان ما يقرب من 21% من وفيات الدولة COVID-19 على الرغم من كونهم مجرد 14% من سكان الولاية. وبغية خفض عدد الوفيات، يستخدم المسؤولون صيغة أوصت بها لجنة مكافحة التصحر لتوزيع اللقاحات على مجموعات الأقليات. https://t.co/OHMCW3Fwd.	yes	no	yes	no	no	no	no
734	ويتسبب إطلاق النار على فايزر في وفيات أكبر 100 مرة في صفوف الشباب مقارنة بالوفيات الناجمة عن فيروس الكورونا بدون اللقاح، وعشرات أخرى في صفوف كبار السن... https://Halth arpactnewsDOTcom/201/Dath-Reates-skeroficet-in-israel-supping-pfizer-experimation-covid-Vacines/	yes	yes	yes	yes	yes	yes	yes
735	ويميل الرجال والنساء إلى الاستجابة بشكل مختلف لأنواع عديدة من اللقاحات، بما في ذلك لقاحات كوفيد - 19. ويقول الباحثون إن السبب في ذلك ربما يرجع إلى مزيج من العوامل، بما في ذلك الهرمونات، والجينات، وجرعات الطلقات. https://t.co/ZqAskWgJVB.	yes	no	yes	no	no	no	no
736	أخبار عظيمة لأونتاريو وكندا. @GovCanhealth's conception of the Johnson & amp; Johnson COVID-19 يعني اللقاح لدينا أداة أخرى في ترسانتنا لإعادة أونتاريو إلى مسار التعافي والتعافي؛ الحالة الطبيعية. نحن نركز بالليزر على الحصول على اللقاحات في الأسلحة بأسرع ما يمكن. https://t.co/YE95kEBMBX.	yes	no	yes	no	no	no	no
737	وفي الأنباء السارة، تجاوز متوسط 7 أيام في الولايات المتحدة للقاحات المدارة مليونين للمرة الأولى، وهو آخذ في الازدياد فقط. https://t.co/bwkDHsluCY https://t.co/Yf7bx7nwev.	yes	no	yes	no	no	no	no
738	فيما يتعلق باللقاحات والصحة، ودعم العمال والمشاريع التجارية الصغيرة، وحماية المجتمعات المحلية الضعيفة في جميع أنحاء البلد - تتخذ الحكومة الليبرالية إجراءات قوية لمساعدة الكنديين على اجتياز هذه الأزمة العالمية معاً.	yes	no	yes	no	no	no	no
739	وينبغي للولايات المتحدة، وهي أغنى دولة في العالم، التي لديها أكبر عدد من وفيات كوفيد-19 - الذي يزيد الآن على نصف مليون - أن تقود حملة تقاسم اللقاحات والعلاجات المنقذة للحياة في جميع أنحاء العالم. https://t.co/tw2yy0ayAU.	yes	no	yes	no	no	no	no
740	ويبدو لقاحا Pfizer وحديثا COVID-19 مأمونين للحوامل استنادا إلى البيانات المستمدة من برامج المراقبة التابعة لمركز السيطرة على الأمراض. https://t.co/WcittFPkMvQ.	yes	no	yes	no	no	no	no
741	• غانا وساحل العاج أول دولتين في العالم تتلقىان لقاحات كوفيد - 19 عن طريق كوفاكس. ويهدف المخطط العالمي للإنصاف في اللقاحات إلى توفير ما لا يقل عن بليوني جرعة للبلدان المنخفضة الدخل https://t.co/hewwzPGmddk https://t.co/gVKroXYFDu	yes	no	yes	no	no	no	no
742	يبدأ اليوم برنامج أستراليا للتطعيم من COVID-19 بالنسبة لمجموعاتنا ذات الأولوية الأولى. وللاطلاع على معلومات مستكملة عن تعميم اللقاح على المجموعات ذات الأولوية وأين يمكن الوصول إلى اللقاح #COVID19، يرجى زيارة الموقع https://t.co/g4IbpPPSzQn #corona Ference #COVID19Vasines https://t.co/oxm6oC8aAE	yes	no	yes	no	no	no	no
743	تحتاج أفريقيا إلى الوصول إلى لقاحات Covid-19 بكميات كافية وبسرعة وبأسعار معقولة. @EmmanwelMacron@AUC_MusaFaki @CyrilRamaphosa @BillGates@KGeorgieva @NOIWEAA_ANTONIOGTERres @POTUS @POPKAGAGAY @DRTedros@AbiyAhmedAli@Kamalaharris@AminaJMOhamed	yes	no	yes	no	no	no	no
744	تقوم ميشيغان بعمل جيد للحصول على اللقاحات في الأسلحة. بعض أقسام الصحة الريفية كانت ممتازة. شكراً لكم @POTUS، @GovWhitmer &amp؛ جميع الممرضات العاملات بجد & amp؛ دعم الناس لتحقيق ذلك! #wtpBLUE#Fresh https://t.co/a8j1f0f1mV! #wtpBLUE#Fresh https://t.co/a8j1f0f1mV	no	nan	nan	nan	nan	no	no
745	لا يوجد سبب يدعو الصين إلى القلق بشأن رباعي (الولايات المتحدة، الهند، اليابان، أوس) عندما تتحدث عن تغير المناخ، واللقاحات. الولايات المتحدة، الهند مجتمعة تشكل أكثر من ثلث الحالات العالمية وأكثر من 1/4 من الوفيات العالمية من كوفيد-19. وهناك الكثير مما يمكن الحديث عنه والمزيد من العمل عليه. وهناك الكثير الذي يتعين علينا أن نتعلمه من آسيا.	yes	nan	yes	yes	no	no	yes
746	BNT162b2 (لقاح الفايزر) يمكن أن تحيد ثلاثة #Banitats MofectConcern - المملكة المتحدة (B.1.1.7 parage) وجنوب أفريقيا (B. 1.351 parage) والبرازيل (P.1 abage). https://t.co/QrBPEPIgPSA#COVID https https://t.co/Z1RFGLDLGu.	yes	no	yes	no	no	no	no
747	شكراً لكم لحكومة الهند على التبرع بـ 100 ألف جرعة من لقاح أسترا زينيكا، وصلت اللقاحات بعد ظهر اليوم، وهي دفعة لتمارين التطعيم التي سنجريها في 10 مارس 2021، والتي ستبدأ في 10 مارس 2021. https://t.co/ka3lcWG6TW.	yes	no	yes	no	no	no	no
748	ومن الممكن تغطية المعلومات الهامة التي يمكن استخدامها للتنبؤ بمخاطر محتملة واضحة قصيرة الأجل وطويلة الأجل من لقاحات COVID-19. https://t.co/9MzhogqpZM.	no	nan	nan	nan	nan	yes	yes
749	وسيتجاوز فايزر وبيوتيك هدفهما العالمي الأصلي بالنسبة للقاحات COVID-19 بنسبة تصل إلى 20 في المائة هذا العام، وقد قال الرئيس التنفيذي لفايزر ألبرت بورلا @Reuters https://t.co/HJOIM8X8V0 https://t.co/Jy0RZOk8Sk	yes	no	yes	no	no	no	no
750	قد تواجه تأثيرات جانبية بعد اللقاح #COVID19 الخاص بك. هذا لأن اللقاحات تعمل بتحريك استجابة في الجهاز المناعي للشخص. معظم التأثيرات الجانبية معتدلة وفقط لفترة قصيرة. المزيد على اللقاح: https://t.co/6ePOPOXYDfmG https://t.co/xb666J4Gcnn.	yes	no	yes	no	no	no	no
751	كان هذا الأسبوع فقط الذي اكتشفنا فيه اللقاح جونسون اند امب (Johnson & amp; Johnson) تمت الموافقة على اللقاح. الآن يوم الجمعة، هذه اللقاحات تدخل في أذرع المنيسوسين. إلى فريق @Vikings الذي صعد وأنشأ موقع التلقيح في وقت قياسي، شكرا لكم. مكافحة COVID هو جهد جماعي. https://t.co/JM0gTZX8N6. https://t.co/JM0gTZ8N6.	yes	no	yes	no	no	no	no
752	عندما يسألني مرضاي عن اللقاح الذي آخذه، ثقوا بأنني سأخبرهم أن يأخذوا أي من اللقاحات الثلاثة التي يمكنهم الحصول عليها.	yes	no	yes	no	no	no	no
753	ومن الطبيعي أن يكون لديها أسئلة عن لقاحات COVID-19... الحصول على الإجابات في https://t.co/aoM1GnuEs1 ودعونا نعود إلى كوننا معا! @Ad Council!	no	nan	nan	nan	nan	no	no
754	تم توفير لقاح COVID-19 للجمهور فقط بعد استيفاء معايير السلامة والفعالية الصارمة. تعمل اللقاحات بتعليم جهازك المناعي كيفية الدفاع عن نفسه ضد الهجوم من الفيروس. اقرأ المزيد: https://t.co/MPCevF6SM https://t.co/ryk02jSGOR.	yes	no	yes	no	no	no	no
755	حصلت فقط على #CovidVacccine لقطة #2. ممتن للحقيقة القائمة على العلم للحصول على لقاحات آمنة وفعالة متاحة. الرجاء الحصول على تطعيم عندما تكون قادراً. #BidenHarris #Covid_19 الخطة سوف تستخدم نهجاً شاملاً للحكومة لوضع الوباء تحت السيطرة. #WearAmask https://t.co/cil4YLCeDz.	yes	no	yes	no	no	no	no
756	ليعلن عن موقع تطعيم إضافي سيوفر 000 4 جونسون وهامب؛ ولقاحات جونسون على مدى أربعة أيام لكبار السن الذين يبلغون من العمر 65 سنة فأكثر.	yes	no	yes	no	no	no	no
757	في انتظار أكثر من شهرين للموافقة على خطة لتوزيع وإدارة لقاحات كوفيد - 19 التي اقترحها المسؤولون الصحيون في الولايات المتحدة، قال المسؤولون الإداريون: https://t.co/pwcoxO17IR	yes	no	yes	yes	no	no	no
758	أرى أن #AstraZineca دفعت الكثير إلى #Media لكن الحقيقة هي أن لقاحهم كما كل COVID-19 #اللقاحات غير مثبتة وقد تمنع أو قد لا تمنع COVID-19. https://t.co/B7PGAyudn0 دليل في مدونتي. الراحة دعاية محبة. إذا قال شخص ما عكس ذلك فإنه يتقاضى أجراً لذكر ذلك. https://t.co/tC5vZGYB7t.	yes	nan	yes	yes	yes	yes	yes
759	أصبحت الدولة رائدة في تحصين سكانها بسرعة، مستفيدة من العلاقات مع منظمات الصحة القبلية. متطلبات https://t.co/ZIgp9on2AW. https://t.co/ZIgp9on2AW.	yes	no	yes	no	no	no	no
760	"يقول الدكتور آشيش جها على @the_herald popcast ""نحن الآن لدينا درجة عالية جدا من اليقين"" أن لقاحات كوفيد تقلل من انتقال العدوى ويقول أفضل تخمين له هو أنها تقلل الانتقال بنسبة 70-90٪. https://t.co/Gf1Yxen5pf."	yes	no	yes	no	no	no	no
761	اقرأ المزيد عن الكيفية التي يعيق بها الاتحاد الأوروبي والمملكة المتحدة والولايات المتحدة وغيرها التوسع في إنتاج اللقاحات في منظمة التجارة العالمية، مما يؤدي إلى إطالة أمد الوباء. من منظمة التجارة العالمية: https://t.co/tHLPGJC8DY التفصيلي Q&amp;A من منظمة رصد حقوق الإنسان: https://t.co/3vOYZT2Fae https://t.co/zNzrT6F6.	yes	nan	yes	yes	yes	yes	yes
762	وحث الاقتراح الذي تقدمت به الهند وجنوب أفريقيا منظمة التجارة العالمية على التنازل مؤقتاً عن حقوق الملكية الفكرية فيما يتعلق باللقاحات وما يتصل بها من معاملة Covid-19 https://t.co/v1DsstMUQXA	yes	no	yes	no	no	no	no
763	ودعت جنوب أفريقيا والهند وأكثر من 100 دولة أخرى منظمة التجارة العالمية إلى أن تتنازل مؤقتاً عن براءات الاختراع للقاحات COVID-19 https://t.co/vxEn8RURRWr https://t.co/ulseR92LMf	yes	no	yes	no	no	no	no
764	وقد حددت هيئة تنمية الحراجة هدفا للقاحات من طراز Covid-19 لإجراء تجارب على معدل كفاءة لا يقل عن 50 في المائة وعلى فترة ثقة أقل من الحد الذي لا يقل عن 30 في المائة. وها هي فواصل الثقة في الفعالية من التجارب الرئيسية للقاحات الكورونا الفيروسية. https://t.co/N1it9ZKKnQW و https://t.co/yWtdayLS0l.	yes	no	yes	no	no	no	no
765	إنشاء الأساس اليوم لمواجهة تحديات الغد: نحن نقيم جرعة ثالثة من لقاحنا #COVID19 ضد الحالي والمتغيرات الجديدة. نحن نناقش أيضاً مسارات تنظيمية مماثلة لتلك الخاصة بلقاح الإنفلونزا لتكييف اللقاحات عند الحاجة. https://t.co/13moUoWmvO.	yes	no	yes	no	no	no	no
766	وقد أُبلغت الحكومة الاتحادية عن عشرات الوفيات بين الأشخاص الذين تلقوا لقاحات COVID-19 في أوهايو، ولكن السلطات قالت إنه لا يوجد دليل على أن التطعيم ساهم في هذه الوفيات.	yes	no	yes	no	no	no	no
767	وستبدأ مقاطعتا ريتشموند وهنريكو الصحيتان اليوم في تسجيل الأشخاص في بقية المرحلة 1 باء للقاحات COVID-19، بما في ذلك لقاحات 16-64 التي كانت موجودة من قبل.	yes	no	yes	no	no	no	no
768	أخذت جرعتي الأولى من لقاح COVID اليوم في مستشفى في.R.Multi الخاص، كورنوول، مواد لعلمائنا وأطباءنا من أجل جهودهم. طوروا اللقاحات في أقصر وقت ممكن. أيضاً، مناشدة الجميع لأخذ اللقاحات. دعونا نجعل #Corona Freeanyandian https://t.co/bgpM47kakk.	yes	no	yes	no	no	no	no
769	ولقاحات أوكسفورد Asxford-Astra Zeeneca AZD1222 COVID-19 هي واحدة ومتماثلة. Covishield هو الاسم المرخص لـ AZD1222 مصنعة في الهند. أي إشارة إلى أن لقاحات AZ/Covishield المستخدمة في AZ/Covishield المستخدمة في TM مختلفة في الصيغة غير صحيحة بشكل قاطع.	yes	no	yes	no	no	no	no
770	ويجب على الرئيس بايدن أن يمنح هذا الإعفاء لكي يتمكن الملايين في جميع أنحاء العالم من تطوير اللقاح وإنقاذ الأرواح. https://t.co/VWjNEIvrt6.	no	nan	nan	nan	nan	no	yes
771	النقيب السابق في جزر الهند الغربية النقيب سير فيف ريتشاردز وغيره من اللاعبين يشكرون رئيس الوزراء مودي على هدية الهند من لقاحات Covid-19 #Vacciine Maitri#COVID19#CovidVaccine#LaurgestVaccine Drivef https://t.co/edivsZW45X	no	nan	nan	nan	nan	no	no
772	واللقاحات التي سنستخدمها في نيجيريا هي نفس اللقاحات المستخدمة في الولايات المتحدة الأمريكية، والمملكة المتحدة، وإسرائيل، وفرنسا، وألمانيا، ومعظم البلدان الأوروبية.	yes	no	yes	no	no	no	no
773	"يقول المدير د. والينسكي: ""كلما زاد الفيروس الموجود في الخارج وتكراره كلما زاد احتمال ظهور المتغيرات"". ويشدد Walensky على أن وقف الانتشار هو المفتاح لمنع المتغيرات التي تخاطر بفعالية لقاحات كوفيد 19. https://t.co/VenYerdU3w."	yes	no	yes	no	no	no	no
774	الصين تقوم بعمل أفضل بكثير تقاسم لقاحها الكوفيد مع العالم من الدول الغربية هي httpss://t.co/UBPbcHfy7n (via@bobinion)	no	nan	nan	nan	nan	no	no
775	وفي هذا الشهر، سيبدأ اثنان من لقاحات كوبا المحلية من لقاحات COVID، وهما Soberanana 02 و Abdala، تجارب سريرية في المرحلة النهائية ورفع مستوى الإنتاج، ومن المقرر تحصين الفئات المعرضة للخطر في أواخر آذار/مارس. https://t.co/zS1P3H4NYk https://t.co/zOKDNg19Q.	yes	no	yes	no	no	no	no
776	تم تطوير اللقاحات التي تمت الموافقة على استخدامها في المملكة المتحدة بواسطة Pfizer/BioNTech وOxford/AstraZeneca. وقد استوفت هذه اللقاحات معايير صارمة للسلامة والجودة والفعالية. اقرأ المزيد: https://t.co/MPCevF6SM.	yes	no	yes	no	no	no	no
777	ما فتئت روسيا والصين وإيران تقوم بعمليات إعلامية للتلاعب بسرود حول #Corona فيروسات اللقاحات. ASD حلّل & gt؛ 35,000 رسالة ذات صلة باللقاح تم التقاطها على لوحة هاملتون 2.0 لفهم تأثير هذه العمليات. https://t.co/XvZjOhTFgs.	yes	no	yes	yes	yes	yes	yes
778	#COVAX COVID-19 وصلت أول لقاحات على falythiopian هذا الصباح. تهانئي، @lia_tadisse@FMoHealth و@UN على قيادتكم الوطنية والدولية الرفيعة. لا أحد آمن حتى يكون الجميع آمنين. https://t.co/uRKFqoaNYD.	yes	no	yes	no	no	no	no
779	(Reuters) - قالت مراكز الولايات المتحدة لمراقبة الأمراض والوقاية منها (CDC) يوم الأربعاء إن الأشخاص الذين تلقوا جرعات كاملة من لقاح فيروس الكورونا لم يعودوا بحاجة إلى الحجر الصحي بعد التعرض لشخص مصاب بمرض COVID-19.	yes	no	yes	no	no	no	no
780	ومع تزايد الأدلة وظهور متغيرات جديدة للفيروس، قد تكون هناك حاجة في المستقبل إلى لقاحات محدثة رقم #COVID19 للحماية من هذه المتغيرات.	no	nan	nan	nan	nan	no	no
781	ما نريده من هذه اللقاحات هو أن نبقي الناس خارج المستشفى ونمنع الناس من الموت	no	nan	nan	nan	nan	no	no
782	أحد أهم أولويات منظمة الصحة العالمية الآن هو زيادة طموح #COVAX لمساعدة جميع البلدان على إنهاء الوباء عن طريق رفع مستوى التصنيع https://t.co/zwHxh9C24a #VaccinEquyty	yes	no	yes	no	no	no	no
783	تحديث جديد: مقارنة بين اللقاحات #COVID19 التي طورها Pfizer, Motherna, and Johnson & amp; Johnson https://t.co/P4vBP55lwwAj عبر @statnews @Helenbranswell	no	nan	nan	nan	nan	no	no
784	نحن ندير لقاحات COVID-19 تحت إشراف خبير من وزارة الصحة وحقوق الإنسان، وقد أصدرت المنظمة البيان التالي يوم الخميس، وقد أصدرت منظمة الصحة العالمية والوكالة الأوروبية للأدوية مشورة مماثلة. https://t.co/OYOL1VPde1@MHRAGOVuk.	no	nan	nan	nan	nan	no	no
785	وقد انتقلت عدة ولايات من نظم قائمة على المخاطر إلى نظم قائمة على السن لتوزيع لقاحات COVID-19. يقول الأشخاص الذين يعانون من إعاقات شديدة الخطورة إن التغيير يتركهم جانباً - وأنه كان ينبغي منحهم الأولوية. https://t.co/YI6MKewllmt.	yes	no	yes	no	no	no	no
786	هذه خطوة هامة في هدفنا لضمان التوزيع العادل والعادل لـ #COVID19 #اللقاحات عالمياً. اقرأ المزيد هنا: https://t.co/Itqodh6heq #COVID19LK #COVID19SL#SL#SReLANKA_GotabayaR@Press Rrajapaksa https://t.co/yTc8yJqz9j	yes	no	yes	no	no	no	no
787	يتم اختبار جميع اللقاحات على نطاق واسع قبل إدخالها، وهذا اللقاح ليس استثناء. الدكتورة ماري رامزي، رئيسة التلقيح في @PHE_uk، تتحدث عن معايير السلامة للقاح #COVID19. إبحث عن المزيد: https://t.co/PKVgX1hLvB https://t.co/DeokgTaBXG.	yes	no	yes	no	no	no	no
788	مقال مكتوب بشكل ممتاز عن التفاعل بين المكان الذي نحن فيه والحاجة إلى اختبارات لدعم الجهود التي نبذلها في مجال اللقاح. نوصي كثيراً - نقرأ قصيراً. بواسطة@JenniferNuzuzohi و@EmilyPondMPH para para@jonsHopkinsible عن طريق @NYTOPinion https://t.co/qaN9 MraUHX	no	nan	nan	nan	nan	no	no
789	نحن نعلم أننا لا نستطيع التغلب على COVID بدون توزيع عادل لللقاحات. أدركت مقاطعات الطوق أنها لم تكن تحصل على حصة عادلة من اللقاحات، لذلك قاتل زملائي في بيتي ومجلس الشيوخ من أجل الناس الذين هم في أمس الحاجة إليها. أنا أضيف صوتي إلى الكورس. https://t.co/vlkX9nDsxk.	yes	no	yes	no	no	no	no
790	مقال تعليق جديد من: DonnaFarber3 و Jon Teijaro - لقاحات COVID-19: أساليب التنشيط المناعي والتحديات المستقبلية https://t.co/InyFFPuk9QC#COVID19#SARSCOV2 https://t.co/EfXmopSeyh	no	nan	nan	nan	nan	no	no
791	سيناقش قادة الاتحاد الجهود الجارية لمكافحة وباء المحيط الهندي - 19 واستكشاف فرص التعاون في ضمان لقاحات مأمونة ومنصفة وميسورة التكلفة في منطقة الهند والمحيط الهادئ:	yes	no	yes	no	no	no	no
792	"قريباً، قد لا تكون اللقاحات وجوازات سفر اللقاح هي الأشياء الوحيدة المطلوبة للسفر. هناك عدد متزايد من ""الخبراء"" يضغطون الآن من أجل إزالة الإعفاءات التي تحمي الرضع من ولايات القناع. عظيم قراءة. كن مستعداً لما هو مقبل. https://t.co/qRdeRc45if."	yes	yes	yes	yes	yes	yes	yes
793	وقد هبطت في فيجي حمولة حاملة للقاحات COVID-19 المنقذة للحياة دعماً لـ @FigyanGovt في حماية الناس من هذا المرض. شكراً جزيلاً لكافة شركائنا والمانحين لجعل هذه اللحظة التاريخية حقيقة واقعة. @PIPM@ فيجيAirway@Nadokululau@UNIDS@UNIDS@UNIDS Suppy https://t.co/G3x0EgdWKV.	yes	no	yes	no	no	no	no
794	لقد وافقت كل من النمسا والدانمرك وإسرائيل على الاشتراك في تطوير كوفيد 19 لقاحاً استجابة لللقاحات الحالية، أو حتى تحسباً للفيروس المتحول، غير مستجيبة لللقاحات الحالية. ولم تعد الدول الصغيرة ذات الإدارة الجيدة تتفوق تلقائياً على الدول الأصغر حجماً من قِبَل الفتيان الكبار كما هي الحال في عصر الحديد والفولاذ؛ أو عصر الفولاذ.	yes	nan	yes	no	no	no	no
795	"وقال الدكتور فاوسي: ""ما نحتاجه هو أكبر عدد ممكن من اللقاحات الجيدة قدر الإمكان"". ""بدلاً من تحليل الفرق بين 94 و72، تقبل حقيقة أن لديك الآن ثلاثة لقاحات عالية الفعالية. الفترة."" https://t.co/33hrexK6Ooj."	no	nan	nan	nan	nan	no	no
796	وعندما بدأ المصنعون التخطيط لتطوير وإنتاج لقاحات COVID-19، عرفوا أن بإمكانهم الاعتماد على باركر للحصول على الدعم. https://t.co/zfSolp1aNr #ParkerPurdope https://t.co/MKik9iwrk.	no	nan	nan	nan	nan	no	no
797	وفي حملة جديدة، قام أربعة رؤساء سابقين وفريق من السيدات الأوليات بتعزيز لقاحات COVID-19. وترد هنا أجوبة على الكثير من الأسئلة الرئيسية عن اللقاحات: https://t.co/v6QML30vka https://t.co/DVAbbpn2F.	yes	no	yes	no	no	no	no
798	سيتم فتح موقعين جديدين للقاحات COVID-19 غدا في مقاطعة ميامي ديد.	yes	no	yes	no	no	no	no
799	يجب علينا أن نعلق حقوق براءة الاختراع والملكية التفضيلية على لقاحات الحوي 19 من أجل إنقاذ الأرواح. يجب علينا أن نضع الصحة العامة من أجل الربح وأن ندعو إلى #PeoplesVaccine و #NoPatent	no	nan	nan	nan	nan	no	yes
800	"ولقاحات COVID-19 هي ضد متغير واحد من فيروس واحد. في الواقع فإن ""الطلقة"" السنوية لدينا هي في الواقع 3 أو 4 لقاحات مختلفة ضد فيروسات مختلفة. ومن المؤكد أن لقاح COVID متعدد المتغيرات يمكن تحقيقه في المستقبل. https://t.co/2tdmDvVCra."	yes	nan	yes	no	yes	no	yes
801	(ب) خطط التلقيح للإعداد لـ #COVID19 بدء العمل باللقاحات، وحالما يتم استعراض البرنامج الوطني للتحصين وإعادة النظر فيه وامتثاله والموافقة عليه وتلبية متطلبات أخرى - يمكن تخصيص لقاحات لهذا البلد من مرفق #COVAX.#https://t.co/O91wphUV1o https://t.co/9JT4tLnsEr.	yes	no	yes	no	no	no	no
802	ما نطلبه بسيط، إنه أخلاقي، إنها صحة عامة جيدة، توزيع لقاحات COVID بشكل منصف حتى يتم تحصين أكثر الناس خطورة في كل مكان	no	nan	nan	nan	nan	no	yes
803	وأدرج الخطوط الجوية الكينية في قائمة 15 شركة طيران تم التعاقد معها لنقل لقاحات COVID-19.	yes	no	yes	no	no	no	no
804	"هذه الرسالة العاجلة إلى وكالة الأدوية الأوروبية لديها بعض توقيعات 'سوبر-نجم'. الرجاء تمريرها إلى أي شخص يفكر في الحصول على اللكمة. ""... الموافقة من COVID-19 لقاحات COVID-19 من قبل EMA كان سابقا لأوانها وتهورا..."" https://t.co/3ssguCsXw8H"	no	nan	nan	nan	nan	yes	yes
805	مؤسسة خلية بيتا تتبع تأثيرات لقاحات COVID-19 على الأشخاص الذين لديهم #نوع واحد من السكري لإبلاغ المرضى الآخرين ومقدمي الرعاية الصحية بما يتوقعونه. إذا كنت قد تلقيت كل جرعاتك، يرجى مساعدتنا بملء هذه الاستمارة: https://t.co/Mo8un0iBRN	yes	no	yes	no	no	no	no
806	ودعا الرئيس بايدن الولايات إلى جعل جميع البالغين في الولايات المتحدة مؤهلين للحصول على لقاحات كوفيد-19 بحلول 1 أيار/مايو ووضع هدف للجمهور لكي يتمكن من التجمع في مجموعات صغيرة خلال عطلة نهاية الأسبوع بمناسبة يوم الاستقلال https://t.co/cwfSbTD2zb	yes	no	yes	no	no	no	no
807	#COVID19 لا يميّز ولا يجب علينا بذل جهودنا في مجال اللقاح. نحن ندعو إلى أن تعتبر لقاحات فيروس الكورونا منفعة عامة عالمية متاحة ومتاحة ومحم؛ ميسورة التكلفة للجميع، في كل مكان. بيان كامل: https://t.co/VRKbqkKKKJutu #VaccinEquyty https://t.co/tpy44mkDVW	no	nan	nan	nan	nan	no	yes
808	"""وهذا يعني أن الناس، مثلي في العمر، سيصبحون الآن مؤهلين للحصول على اللقاح""، قالت الحكومة أندرو كوومو، 63، https://t.co/6wIzrYvpoR."	yes	no	yes	no	no	no	no
809	إذا كنت حاملاً وتحصل على لقاح COVID-19، فإن مركز السيطرة على الأمراض يدعوك إلى المشاركة في سجل الحمل ضد سلامة COVID-19. تعلّم المزيد وفكّر في التوقيع هنا: https://t.co/HNCDknlP94.	no	nan	nan	nan	nan	no	no
810	وبينما تصل اللقاحات إلى المزيد من الناس وبعض الولايات تريح ولاياتها القناعة، تشارك ممرضة اتحاد المحاكم الإسلامية سارا رينولدز قصتها العاطفية مع @yasminv عن ما يتعامل معه العاملون في مجال الرعاية الصحية حقا داخل اتحاد المحاكم الإسلامية الذي دمره كوفيد 19. https://t.co/fGKcQUciteE.	no	nan	nan	nan	nan	no	no
811	********** يا إلهي****************************************** انقر على الوصلة الخاصة بتوزيع حكومة المملكة المتحدة للإصابات والإصابات؛ أبلغ عن وفيات فيما يتعلق بلقاح فايزر كوفيد لـ 9/12/20 إلى 21/02/21. https://t.co/eb0mUugtui هذه هي أرقام لقاحات Pfizer وAstra Zeeneca مجتمعة: https://t.co/1Xer3KbI72	no	nan	nan	nan	nan	yes	yes
812	"١)١( أن "" وباء غير منضبط وعدم وجود استراتيجية أمران فظيعان قطعا "" )٢( وأن القيود المفروضة على الحدود ينبغي أن تكون قاسية في الأشهر الستة المقبلة إلى أن تجعل اللقاحات السفر أكثر أمانا)٣( وأن حملات التلقيح تحتاج إلى التعجيل بالقصة الكاملة: https://t.co/4vrQSOGpwo"	no	nan	nan	nan	nan	yes	yes
813	شكراً جزيلاً لجميع الشركاء وفرقي الفنية ووسائط الإعلام لجعل هذا اليوم يأتي إلى حقيقة واقعة، إنه يوم سعيد بالنسبة لي كما تلقينا اللقاح AstraZeneca COVID-19. سوف يبدأ التلقيح ضد COVID-19 في 10 مارس 2021. @babmulanzeki https://t.co/DQIEpf0o2i.	yes	no	yes	no	no	no	no
814	@POTUS يعطي الأولوية للقاحات لمعلمينا وموظفي المدارس والعاملين في مجال رعاية الأطفال هذا الشهر -- هكذا سنعود إلى المسار. https://t.co/5howwRwHgL.	yes	no	yes	no	no	no	no
815	جنبا إلى جنب مع @Walgrins، نحن شركاء لزيادة الوصول إلى لقاحات COVID-19 للمجتمعات التي تعاني من نقص الخدمات.	yes	no	yes	no	no	no	no
